onset	duration	trial_type	response_time	sample	value	trial_index	txt_label	txt_onset_log_s	merge_note
136.1210937500	n/a	stimulus	n/a	34847.0000000000	128	1	MW_question	129.1000	stimulus_value_128_is_MW_prompt_in_EEG
138.8671875000	n/a	response	n/a	35550.0000000000	2	1	key_status_1	131.8000	aligned_by_order
141.0351562500	n/a	response	n/a	36105.0000000000	2	1	key_status_2	134.0000	aligned_by_order
143.2812500000	n/a	response	n/a	36680.0000000000	2	1	key_status_3	136.2000	aligned_by_order
184.2656250000	n/a	stimulus	n/a	47172.0000000000	128	2	MW_question	177.2000	stimulus_value_128_is_MW_prompt_in_EEG
188.8554687500	n/a	response	n/a	48347.0000000000	2	2	key_status_1	181.8000	aligned_by_order
191.3632812500	n/a	response	n/a	48989.0000000000	2	2	key_status_2	184.3000	aligned_by_order
193.6796875000	n/a	response	n/a	49582.0000000000	2	2	key_status_3	186.6000	aligned_by_order
215.6835937500	n/a	stimulus	n/a	55215.0000000000	128	3	MW_question	208.6000	stimulus_value_128_is_MW_prompt_in_EEG
218.3125000000	n/a	response	n/a	55888.0000000000	2	3	key_status_1	211.2000	aligned_by_order
220.4531250000	n/a	response	n/a	56436.0000000000	2	3	key_status_2	213.3000	aligned_by_order
222.9882812500	n/a	response	n/a	57085.0000000000	2	3	key_status_3	215.9000	aligned_by_order
285.9882812500	n/a	stimulus	n/a	73213.0000000000	128	4	MW_question	278.9000	stimulus_value_128_is_MW_prompt_in_EEG
288.6210937500	n/a	response	n/a	73887.0000000000	2	4	key_status_1	281.6000	aligned_by_order
293.1640625000	n/a	response	n/a	75050.0000000000	2	4	key_status_2	283.8000	txt_key0_present_in_eeg_rare
365.1679687500	n/a	stimulus	n/a	93483.0000000000	128	5	MW_question	358.1000	stimulus_value_128_is_MW_prompt_in_EEG
367.8046875000	n/a	response	n/a	94158.0000000000	2	5	key_status_1	360.7000	aligned_by_order
370.3203125000	n/a	response	n/a	94802.0000000000	4	5	key_status_2	363.2000	aligned_by_order
372.6796875000	n/a	response	n/a	95406.0000000000	2	5	key_status_3	365.6000	aligned_by_order
460.6835937500	n/a	stimulus	n/a	117935.0000000000	128	6	MW_question	453.6000	stimulus_value_128_is_MW_prompt_in_EEG
463.7421875000	n/a	response	n/a	118718.0000000000	2	6	key_status_1	456.7000	aligned_by_order
466.3515625000	n/a	response	n/a	119386.0000000000	4	6	key_status_2	459.2000	aligned_by_order
468.9023437500	n/a	response	n/a	120039.0000000000	2	6	key_status_3	461.8000	aligned_by_order
596.9101562500	n/a	stimulus	n/a	152809.0000000000	128	7	MW_question	589.8000	stimulus_value_128_is_MW_prompt_in_EEG
599.5117187500	n/a	response	n/a	153475.0000000000	2	7	key_status_1	592.4000	aligned_by_order
601.6445312500	n/a	response	n/a	154021.0000000000	2	7	key_status_2	594.5000	aligned_by_order
603.9257812500	n/a	response	n/a	154605.0000000000	2	7	key_status_3	596.8000	aligned_by_order
