onset	duration	trial_type	response_time	sample	value	trial_index	txt_label	txt_onset_log_s	merge_note
68.1679687500	n/a	stimulus	n/a	17451.0000000000	128	1	MW_question	57.1000	stimulus_value_128_is_MW_prompt_in_EEG
71.5429687500	n/a	response	n/a	18315.0000000000	2	1	key_status_1	60.4000	aligned_by_order
110.9414062500	n/a	stimulus	n/a	28401.0000000000	128	2	MW_question	99.8000	stimulus_value_128_is_MW_prompt_in_EEG
117.8593750000	n/a	response	n/a	30172.0000000000	2	2	key_status_1	106.7000	aligned_by_order
147.7500000000	n/a	stimulus	n/a	37824.0000000000	128	3	MW_question	136.6000	stimulus_value_128_is_MW_prompt_in_EEG
151.0351562500	n/a	response	n/a	38665.0000000000	4	3	key_status_1	139.9000	aligned_by_order
280.3867187500	n/a	stimulus	n/a	71779.0000000000	128	4	MW_question	269.3000	stimulus_value_128_is_MW_prompt_in_EEG
283.6562500000	n/a	response	n/a	72616.0000000000	4	4	key_status_1	272.5000	aligned_by_order
288.8906250000	n/a	response	n/a	73956.0000000000	2	4	key_status_2	277.8000	aligned_by_order
393.5742187500	n/a	stimulus	n/a	100755.0000000000	128	5	MW_question	382.4000	stimulus_value_128_is_MW_prompt_in_EEG
397.3242187500	n/a	response	n/a	101715.0000000000	4	5	key_status_1	386.2000	aligned_by_order
399.4609375000	n/a	response	n/a	102262.0000000000	2	5	key_status_2	388.3000	aligned_by_order
460.3515625000	n/a	stimulus	n/a	117850.0000000000	128	6	MW_question	449.2000	stimulus_value_128_is_MW_prompt_in_EEG
463.4843750000	n/a	response	n/a	118652.0000000000	4	6	key_status_1	452.3000	aligned_by_order
512.8085937500	n/a	stimulus	n/a	131279.0000000000	128	7	MW_question	501.7000	stimulus_value_128_is_MW_prompt_in_EEG
516.4023437500	n/a	response	n/a	132199.0000000000	4	7	key_status_1	505.2000	aligned_by_order
577.5312500000	n/a	stimulus	n/a	147848.0000000000	128	8	MW_question	566.4000	stimulus_value_128_is_MW_prompt_in_EEG
581.3984375000	n/a	response	n/a	148838.0000000000	2	8	key_status_1	570.2000	aligned_by_order
584.1093750000	n/a	response	n/a	149532.0000000000	2	8	key_status_2	572.9000	aligned_by_order
622.0000000000	n/a	stimulus	n/a	159232.0000000000	128	9	MW_question	610.9000	stimulus_value_128_is_MW_prompt_in_EEG
624.7734375000	n/a	response	n/a	159942.0000000000	4	9	key_status_1	613.6000	aligned_by_order
647.3320312500	n/a	stimulus	n/a	165717.0000000000	128	10	MW_question	636.2000	stimulus_value_128_is_MW_prompt_in_EEG
650.4648437500	n/a	response	n/a	166519.0000000000	2	10	key_status_1	639.3000	aligned_by_order
672.5664062500	n/a	response	n/a	172177.0000000000	2	10	key_status_2	642.1000	txt_key0_present_in_eeg_rare
754.5664062500	n/a	stimulus	n/a	193169.0000000000	128	11	MW_question	743.4000	stimulus_value_128_is_MW_prompt_in_EEG
757.1796875000	n/a	response	n/a	193838.0000000000	4	11	key_status_1	746.0000	aligned_by_order
889.2500000000	n/a	stimulus	n/a	227648.0000000000	128	12	MW_question	878.1000	stimulus_value_128_is_MW_prompt_in_EEG
892.8242187500	n/a	response	n/a	228563.0000000000	2	12	key_status_1	881.6000	aligned_by_order
895.0937500000	n/a	response	n/a	229144.0000000000	2	12	key_status_2	883.9000	aligned_by_order
1041.4570312500	n/a	stimulus	n/a	266613.0000000000	128	13	MW_question	1030.3000	stimulus_value_128_is_MW_prompt_in_EEG
1044.5039062500	n/a	response	n/a	267393.0000000000	4	13	key_status_1	1033.3000	aligned_by_order
1047.3906250000	n/a	response	n/a	268132.0000000000	2	13	key_status_2	1036.2000	aligned_by_order
1051.1445312500	n/a	response	n/a	269093.0000000000	2	13	key_status_3	1040.0000	aligned_by_order
1102.1484375000	n/a	stimulus	n/a	282150.0000000000	128	14	MW_question	1091.0000	stimulus_value_128_is_MW_prompt_in_EEG
1104.7773437500	n/a	response	n/a	282823.0000000000	4	14	key_status_1	1093.6000	aligned_by_order
1155.1835937500	n/a	stimulus	n/a	295727.0000000000	128	15	MW_question	1144.0000	stimulus_value_128_is_MW_prompt_in_EEG
1158.6093750000	n/a	response	n/a	296604.0000000000	4	15	key_status_1	1147.4000	aligned_by_order
1316.9257812500	n/a	stimulus	n/a	337133.0000000000	128	16	MW_question	1305.7000	stimulus_value_128_is_MW_prompt_in_EEG
1320.4062500000	n/a	response	n/a	338024.0000000000	2	16	key_status_1	1309.2000	aligned_by_order
1325.2812500000	n/a	response	n/a	339272.0000000000	2	16	key_status_2	1314.1000	aligned_by_order
1429.8906250000	n/a	stimulus	n/a	366052.0000000000	128	17	MW_question	1418.7000	stimulus_value_128_is_MW_prompt_in_EEG
1432.9765625000	n/a	response	n/a	366842.0000000000	4	17	key_status_1	1421.8000	aligned_by_order
1589.0585937500	n/a	stimulus	n/a	406799.0000000000	128	18	MW_question	1577.8000	stimulus_value_128_is_MW_prompt_in_EEG
1593.6210937500	n/a	response	n/a	407967.0000000000	4	18	key_status_1	1582.4000	aligned_by_order
1692.6523437500	n/a	stimulus	n/a	433319.0000000000	128	19	MW_question	1681.4000	stimulus_value_128_is_MW_prompt_in_EEG
1695.8476562500	n/a	response	n/a	434137.0000000000	4	19	key_status_1	1684.6000	aligned_by_order
1765.3671875000	n/a	stimulus	n/a	451934.0000000000	128	20	MW_question	1754.1000	stimulus_value_128_is_MW_prompt_in_EEG
1768.1210937500	n/a	response	n/a	452639.0000000000	4	20	key_status_1	1756.9000	aligned_by_order
1806.3984375000	n/a	stimulus	n/a	462438.0000000000	128	21	MW_question	1795.2000	stimulus_value_128_is_MW_prompt_in_EEG
1809.0859375000	n/a	response	n/a	463126.0000000000	4	21	key_status_1	1797.8000	aligned_by_order
1937.1640625000	n/a	stimulus	n/a	495914.0000000000	128	22	MW_question	1925.9000	stimulus_value_128_is_MW_prompt_in_EEG
1940.3710937500	n/a	response	n/a	496735.0000000000	4	22	key_status_1	1929.1000	aligned_by_order
1942.6210937500	n/a	response	n/a	497311.0000000000	2	22	key_status_2	1931.3000	aligned_by_order
2097.8046875000	n/a	stimulus	n/a	537038.0000000000	128	23	MW_question	2086.6000	stimulus_value_128_is_MW_prompt_in_EEG
2100.7890625000	n/a	response	n/a	537802.0000000000	2	23	key_status_1	2089.5000	aligned_by_order
2103.1250000000	n/a	response	n/a	538400.0000000000	2	23	key_status_2	2091.9000	aligned_by_order
2107.7734375000	n/a	response	n/a	539590.0000000000	2	23	key_status_3	2096.5000	aligned_by_order
