onset	duration	trial_type	response_time	sample	value	trial_index	txt_label	txt_onset_log_s	merge_note
105.9335937500	n/a	stimulus	n/a	27119.0000000000	128	1	MW_question	91.1000	stimulus_value_128_is_MW_prompt_in_EEG
108.9609375000	n/a	response	n/a	27894.0000000000	4	1	key_status_1	94.1000	aligned_by_order
113.4062500000	n/a	response	n/a	29032.0000000000	2	1	key_status_2	98.5000	aligned_by_order
135.6054687500	n/a	stimulus	n/a	34715.0000000000	128	2	MW_question	120.7000	stimulus_value_128_is_MW_prompt_in_EEG
138.7617187500	n/a	response	n/a	35523.0000000000	2	2	key_status_1	123.9000	aligned_by_order
141.5546875000	n/a	response	n/a	36238.0000000000	2	2	key_status_2	126.7000	aligned_by_order
246.1015625000	n/a	stimulus	n/a	63002.0000000000	128	3	MW_question	231.2000	stimulus_value_128_is_MW_prompt_in_EEG
251.2500000000	n/a	response	n/a	64320.0000000000	4	3	key_status_1	236.3000	aligned_by_order
253.4062500000	n/a	response	n/a	64872.0000000000	2	3	key_status_2	238.5000	aligned_by_order
352.8242187500	n/a	stimulus	n/a	90323.0000000000	128	4	MW_question	337.9000	stimulus_value_128_is_MW_prompt_in_EEG
355.4492187500	n/a	response	n/a	90995.0000000000	2	4	key_status_1	340.6000	aligned_by_order
358.7968750000	n/a	response	n/a	91852.0000000000	2	4	key_status_2	343.9000	aligned_by_order
470.6210937500	n/a	stimulus	n/a	120479.0000000000	128	5	MW_question	455.7000	stimulus_value_128_is_MW_prompt_in_EEG
474.0625000000	n/a	response	n/a	121360.0000000000	4	5	key_status_1	459.2000	aligned_by_order
476.3828125000	n/a	response	n/a	121954.0000000000	4	5	key_status_2	461.5000	aligned_by_order
642.1914062500	n/a	stimulus	n/a	164401.0000000000	128	6	MW_question	627.3000	stimulus_value_128_is_MW_prompt_in_EEG
647.0312500000	n/a	response	n/a	165640.0000000000	4	6	key_status_1	632.1000	aligned_by_order
650.4062500000	n/a	response	n/a	166504.0000000000	4	6	key_status_2	635.5000	aligned_by_order
652.9023437500	n/a	response	n/a	167143.0000000000	2	6	key_status_3	637.9000	aligned_by_order
786.9101562500	n/a	stimulus	n/a	201449.0000000000	128	7	MW_question	772.0000	stimulus_value_128_is_MW_prompt_in_EEG
790.4296875000	n/a	response	n/a	202350.0000000000	4	7	key_status_1	775.5000	aligned_by_order
792.8281250000	n/a	response	n/a	202964.0000000000	4	7	key_status_2	777.9000	aligned_by_order
795.8710937500	n/a	response	n/a	203743.0000000000	2	7	key_status_3	780.9000	aligned_by_order
912.8789062500	n/a	stimulus	n/a	233697.0000000000	128	8	MW_question	897.9000	stimulus_value_128_is_MW_prompt_in_EEG
919.3242187500	n/a	response	n/a	235347.0000000000	2	8	key_status_1	904.4000	aligned_by_order
922.2851562500	n/a	response	n/a	236105.0000000000	2	8	key_status_2	907.4000	aligned_by_order
924.6054687500	n/a	response	n/a	236699.0000000000	2	8	key_status_3	909.7000	aligned_by_order
1037.6132812500	n/a	stimulus	n/a	265629.0000000000	128	9	MW_question	1022.7000	stimulus_value_128_is_MW_prompt_in_EEG
1040.5742187500	n/a	response	n/a	266387.0000000000	4	9	key_status_1	1025.6000	aligned_by_order
1042.8476562500	n/a	response	n/a	266969.0000000000	2	9	key_status_2	1027.9000	aligned_by_order
1045.4726562500	n/a	response	n/a	267641.0000000000	2	9	key_status_3	1030.5000	aligned_by_order
1196.4765625000	n/a	stimulus	n/a	306298.0000000000	128	10	MW_question	1181.5000	stimulus_value_128_is_MW_prompt_in_EEG
1199.7773437500	n/a	response	n/a	307143.0000000000	2	10	key_status_1	1184.8000	aligned_by_order
1202.8242187500	n/a	response	n/a	307923.0000000000	4	10	key_status_2	1187.8000	aligned_by_order
1205.1757812500	n/a	response	n/a	308525.0000000000	2	10	key_status_3	1190.2000	aligned_by_order
1250.1718750000	n/a	stimulus	n/a	320044.0000000000	128	11	MW_question	1235.2000	stimulus_value_128_is_MW_prompt_in_EEG
1256.5351562500	n/a	response	n/a	321673.0000000000	4	11	key_status_1	1238.1000	txt_key0_present_in_eeg_rare
1259.1406250000	n/a	response	n/a	322340.0000000000	2	11	key_status_2	1241.5000	aligned_by_order
1346.1484375000	n/a	stimulus	n/a	344614.0000000000	128	12	MW_question	1331.2000	stimulus_value_128_is_MW_prompt_in_EEG
1349.2773437500	n/a	response	n/a	345415.0000000000	2	12	key_status_1	1334.3000	aligned_by_order
1352.3007812500	n/a	response	n/a	346189.0000000000	2	12	key_status_2	1337.3000	aligned_by_order
1354.8750000000	n/a	response	n/a	346848.0000000000	2	12	key_status_3	1339.9000	aligned_by_order
1498.9062500000	n/a	stimulus	n/a	383720.0000000000	128	13	MW_question	1483.9000	stimulus_value_128_is_MW_prompt_in_EEG
1503.6445312500	n/a	response	n/a	384933.0000000000	2	13	key_status_1	1488.7000	aligned_by_order
1506.7031250000	n/a	response	n/a	385716.0000000000	4	13	key_status_2	1491.7000	aligned_by_order
1509.1601562500	n/a	response	n/a	386345.0000000000	2	13	key_status_3	1494.2000	aligned_by_order
