onset	duration	trial_type	response_time	sample	value	trial_index	txt_label	txt_onset_log_s	merge_note
103.7890625000	n/a	stimulus	n/a	26570.0000000000	128	1	MW_question	88.1000	stimulus_value_128_is_MW_prompt_in_EEG
111.0195312500	n/a	response	n/a	28421.0000000000	4	1	key_status_1	92.4000	txt_key0_present_in_eeg_rare
113.2773437500	n/a	response	n/a	28999.0000000000	2	1	key_status_2	95.2000	aligned_by_order
145.2812500000	n/a	stimulus	n/a	37192.0000000000	128	2	MW_question	129.6000	stimulus_value_128_is_MW_prompt_in_EEG
147.9062500000	n/a	response	n/a	37864.0000000000	2	2	key_status_1	132.2000	aligned_by_order
150.1406250000	n/a	response	n/a	38436.0000000000	2	2	key_status_2	134.4000	aligned_by_order
152.3945312500	n/a	response	n/a	39013.0000000000	2	2	key_status_3	136.7000	aligned_by_order
228.3984375000	n/a	stimulus	n/a	58470.0000000000	128	3	MW_question	212.7000	stimulus_value_128_is_MW_prompt_in_EEG
232.0195312500	n/a	response	n/a	59397.0000000000	2	3	key_status_1	216.2000	aligned_by_order
236.6054687500	n/a	response	n/a	60571.0000000000	2	3	key_status_2	218.4000	txt_key0_present_in_eeg_rare
394.6132812500	n/a	stimulus	n/a	101021.0000000000	128	4	MW_question	378.9000	stimulus_value_128_is_MW_prompt_in_EEG
397.2890625000	n/a	response	n/a	101706.0000000000	2	4	key_status_1	381.5000	aligned_by_order
399.4492187500	n/a	response	n/a	102259.0000000000	4	4	key_status_2	383.7000	aligned_by_order
401.7148437500	n/a	response	n/a	102839.0000000000	2	4	key_status_3	385.9000	aligned_by_order
469.7187500000	n/a	stimulus	n/a	120248.0000000000	128	5	MW_question	454.0000	stimulus_value_128_is_MW_prompt_in_EEG
472.3671875000	n/a	response	n/a	120926.0000000000	4	5	key_status_1	456.6000	aligned_by_order
475.2382812500	n/a	response	n/a	121661.0000000000	2	5	key_status_2	459.4000	aligned_by_order
477.7148437500	n/a	response	n/a	122295.0000000000	2	5	key_status_3	461.9000	aligned_by_order
517.7187500000	n/a	stimulus	n/a	132536.0000000000	128	6	MW_question	502.0000	stimulus_value_128_is_MW_prompt_in_EEG
