onset	duration	trial_type	response_time	sample	value	trial_index	txt_label	txt_onset_log_s	merge_note
31.9960937500	n/a	stimulus	n/a	8191.0000000000	128	1	MW_question	20.1000	stimulus_value_128_is_MW_prompt_in_EEG
35.3007812500	n/a	response	n/a	9037.0000000000	4	1	key_status_1	23.4000	aligned_by_order
38.2812500000	n/a	response	n/a	9800.0000000000	2	1	key_status_2	26.3000	aligned_by_order
40.6367187500	n/a	response	n/a	10403.0000000000	2	1	key_status_3	28.7000	aligned_by_order
169.6210937500	n/a	stimulus	n/a	43423.0000000000	128	2	MW_question	157.7000	stimulus_value_128_is_MW_prompt_in_EEG
172.4921875000	n/a	response	n/a	44158.0000000000	4	2	key_status_1	160.5000	aligned_by_order
174.8515625000	n/a	response	n/a	44762.0000000000	2	2	key_status_2	162.9000	aligned_by_order
185.1796875000	n/a	response	n/a	47406.0000000000	2	2	key_status_3	173.2000	aligned_by_order
226.1835937500	n/a	stimulus	n/a	57903.0000000000	128	3	MW_question	214.2000	stimulus_value_128_is_MW_prompt_in_EEG
232.0937500000	n/a	response	n/a	59416.0000000000	2	3	key_status_1	220.1000	aligned_by_order
235.6992187500	n/a	response	n/a	60339.0000000000	4	3	key_status_2	223.7000	aligned_by_order
237.9101562500	n/a	response	n/a	60905.0000000000	2	3	key_status_3	225.9000	aligned_by_order
259.8906250000	n/a	stimulus	n/a	66532.0000000000	128	4	MW_question	248.0000	stimulus_value_128_is_MW_prompt_in_EEG
262.5585937500	n/a	response	n/a	67215.0000000000	4	4	key_status_1	250.6000	aligned_by_order
264.6640625000	n/a	response	n/a	67754.0000000000	2	4	key_status_2	252.7000	aligned_by_order
266.9218750000	n/a	response	n/a	68332.0000000000	2	4	key_status_3	255.0000	aligned_by_order
329.9257812500	n/a	stimulus	n/a	84461.0000000000	128	5	MW_question	318.0000	stimulus_value_128_is_MW_prompt_in_EEG
333.0781250000	n/a	response	n/a	85268.0000000000	4	5	key_status_1	321.1000	aligned_by_order
336.2617187500	n/a	response	n/a	86083.0000000000	4	5	key_status_2	324.3000	aligned_by_order
338.4843750000	n/a	response	n/a	86652.0000000000	2	5	key_status_3	326.5000	aligned_by_order
410.4921875000	n/a	stimulus	n/a	105086.0000000000	128	6	MW_question	398.5000	stimulus_value_128_is_MW_prompt_in_EEG
414.4960937500	n/a	response	n/a	106111.0000000000	4	6	key_status_1	402.5000	aligned_by_order
