onset	duration	trial_type	response_time	sample	value	trial_index	txt_label	txt_onset_log_s	merge_note
138.9414062500	n/a	stimulus	n/a	35569.0000000000	128	1	MW_question	126.1000	stimulus_value_128_is_MW_prompt_in_EEG
142.6015625000	n/a	response	n/a	36506.0000000000	2	1	key_status_1	129.7000	aligned_by_order
146.6601562500	n/a	response	n/a	37545.0000000000	4	1	key_status_2	133.8000	aligned_by_order
270.5234375000	n/a	stimulus	n/a	69254.0000000000	128	2	MW_question	257.6000	stimulus_value_128_is_MW_prompt_in_EEG
274.2070312500	n/a	response	n/a	70197.0000000000	4	2	key_status_1	261.3000	aligned_by_order
277.5039062500	n/a	response	n/a	71041.0000000000	2	2	key_status_2	264.6000	aligned_by_order
309.8164062500	n/a	stimulus	n/a	79313.0000000000	128	3	MW_question	296.9000	stimulus_value_128_is_MW_prompt_in_EEG
312.8125000000	n/a	response	n/a	80080.0000000000	2	3	key_status_1	299.9000	aligned_by_order
315.3671875000	n/a	response	n/a	80734.0000000000	4	3	key_status_2	302.5000	aligned_by_order
475.5703125000	n/a	stimulus	n/a	121746.0000000000	128	4	MW_question	462.7000	stimulus_value_128_is_MW_prompt_in_EEG
478.2148437500	n/a	response	n/a	122423.0000000000	4	4	key_status_1	465.3000	aligned_by_order
480.7031250000	n/a	response	n/a	123060.0000000000	2	4	key_status_2	467.8000	aligned_by_order
618.3906250000	n/a	stimulus	n/a	158308.0000000000	128	5	MW_question	605.5000	stimulus_value_128_is_MW_prompt_in_EEG
621.0468750000	n/a	response	n/a	158988.0000000000	4	5	key_status_1	608.1000	aligned_by_order
623.1601562500	n/a	response	n/a	159529.0000000000	2	5	key_status_2	610.2000	aligned_by_order
714.7929687500	n/a	stimulus	n/a	182987.0000000000	128	6	MW_question	701.9000	stimulus_value_128_is_MW_prompt_in_EEG
718.0234375000	n/a	response	n/a	183814.0000000000	4	6	key_status_1	705.1000	aligned_by_order
720.1796875000	n/a	response	n/a	184366.0000000000	2	6	key_status_2	707.3000	aligned_by_order
778.3828125000	n/a	stimulus	n/a	199266.0000000000	128	7	MW_question	765.5000	stimulus_value_128_is_MW_prompt_in_EEG
781.5859375000	n/a	response	n/a	200086.0000000000	4	7	key_status_1	768.6000	aligned_by_order
783.8359375000	n/a	response	n/a	200662.0000000000	2	7	key_status_2	770.9000	aligned_by_order
821.3632812500	n/a	stimulus	n/a	210269.0000000000	128	8	MW_question	808.5000	stimulus_value_128_is_MW_prompt_in_EEG
824.3632812500	n/a	response	n/a	211037.0000000000	2	8	key_status_1	811.5000	aligned_by_order
826.5507812500	n/a	response	n/a	211597.0000000000	4	8	key_status_2	813.6000	aligned_by_order
931.8046875000	n/a	stimulus	n/a	238542.0000000000	128	9	MW_question	918.9000	stimulus_value_128_is_MW_prompt_in_EEG
935.3125000000	n/a	response	n/a	239440.0000000000	4	9	key_status_1	922.4000	aligned_by_order
937.4335937500	n/a	response	n/a	239983.0000000000	2	9	key_status_2	924.5000	aligned_by_order
1030.8085937500	n/a	stimulus	n/a	263887.0000000000	128	10	MW_question	1017.9000	stimulus_value_128_is_MW_prompt_in_EEG
1033.6601562500	n/a	response	n/a	264617.0000000000	2	10	key_status_1	1020.7000	aligned_by_order
1035.8125000000	n/a	response	n/a	265168.0000000000	4	10	key_status_2	1022.9000	aligned_by_order
1135.0507812500	n/a	stimulus	n/a	290573.0000000000	128	11	MW_question	1122.1000	stimulus_value_128_is_MW_prompt_in_EEG
1138.7890625000	n/a	response	n/a	291530.0000000000	4	11	key_status_1	1125.8000	aligned_by_order
1142.0742187500	n/a	response	n/a	292371.0000000000	4	11	key_status_2	1129.1000	aligned_by_order
1285.6171875000	n/a	stimulus	n/a	329118.0000000000	128	12	MW_question	1272.7000	stimulus_value_128_is_MW_prompt_in_EEG
1288.5664062500	n/a	response	n/a	329873.0000000000	4	12	key_status_1	1275.6000	aligned_by_order
1291.5351562500	n/a	response	n/a	330633.0000000000	4	12	key_status_2	1278.5000	aligned_by_order
1447.8515625000	n/a	stimulus	n/a	370650.0000000000	128	13	MW_question	1434.9000	stimulus_value_128_is_MW_prompt_in_EEG
1450.5546875000	n/a	response	n/a	371342.0000000000	4	13	key_status_1	1437.5000	aligned_by_order
1453.1484375000	n/a	response	n/a	372006.0000000000	2	13	key_status_2	1440.1000	aligned_by_order
1562.3671875000	n/a	stimulus	n/a	399966.0000000000	128	14	MW_question	1549.4000	stimulus_value_128_is_MW_prompt_in_EEG
1565.8476562500	n/a	response	n/a	400857.0000000000	2	14	key_status_1	1552.8000	aligned_by_order
1571.6562500000	n/a	response	n/a	402344.0000000000	2	14	key_status_2	1558.6000	aligned_by_order
1676.8750000000	n/a	stimulus	n/a	429280.0000000000	128	15	MW_question	1663.9000	stimulus_value_128_is_MW_prompt_in_EEG
1679.9218750000	n/a	response	n/a	430060.0000000000	4	15	key_status_1	1666.9000	aligned_by_order
1682.0742187500	n/a	response	n/a	430611.0000000000	4	15	key_status_2	1669.1000	aligned_by_order
1813.3085937500	n/a	stimulus	n/a	464207.0000000000	128	16	MW_question	1800.3000	stimulus_value_128_is_MW_prompt_in_EEG
1816.0117187500	n/a	response	n/a	464899.0000000000	4	16	key_status_1	1803.0000	aligned_by_order
1818.6757812500	n/a	response	n/a	465581.0000000000	2	16	key_status_2	1805.6000	aligned_by_order
1847.7578125000	n/a	stimulus	n/a	473026.0000000000	128	17	MW_question	1834.8000	stimulus_value_128_is_MW_prompt_in_EEG
1852.0273437500	n/a	response	n/a	474119.0000000000	4	17	key_status_1	1839.0000	aligned_by_order
1854.2851562500	n/a	response	n/a	474697.0000000000	2	17	key_status_2	1841.3000	aligned_by_order
1857.5078125000	n/a	response	n/a	475522.0000000000	2	17	key_status_3	1844.5000	aligned_by_order
2012.4843750000	n/a	stimulus	n/a	515196.0000000000	128	18	MW_question	1999.5000	stimulus_value_128_is_MW_prompt_in_EEG
2015.9218750000	n/a	response	n/a	516076.0000000000	4	18	key_status_1	2002.9000	aligned_by_order
2018.8125000000	n/a	response	n/a	516816.0000000000	4	18	key_status_2	2005.8000	aligned_by_order
2022.7304687500	n/a	response	n/a	517819.0000000000	2	18	key_status_3	2009.7000	aligned_by_order
2039.7304687500	n/a	stimulus	n/a	522171.0000000000	128	19	MW_question	2026.7000	stimulus_value_128_is_MW_prompt_in_EEG
2042.4843750000	n/a	response	n/a	522876.0000000000	2	19	key_status_1	2029.5000	aligned_by_order
2044.9765625000	n/a	response	n/a	523514.0000000000	4	19	key_status_2	2032.0000	aligned_by_order
2048.0507812500	n/a	response	n/a	524301.0000000000	2	19	key_status_3	2035.0000	aligned_by_order
2150.0546875000	n/a	stimulus	n/a	550414.0000000000	128	20	MW_question	2137.1000	stimulus_value_128_is_MW_prompt_in_EEG
2154.2500000000	n/a	response	n/a	551488.0000000000	4	20	key_status_1	2141.2000	aligned_by_order
2157.2070312500	n/a	response	n/a	552245.0000000000	2	20	key_status_2	2144.2000	aligned_by_order
2160.2656250000	n/a	response	n/a	553028.0000000000	2	20	key_status_3	2147.2000	aligned_by_order
2273.2734375000	n/a	stimulus	n/a	581958.0000000000	128	21	MW_question	2260.2000	stimulus_value_128_is_MW_prompt_in_EEG
2277.2539062500	n/a	response	n/a	582977.0000000000	4	21	key_status_1	2264.2000	aligned_by_order
2279.4179687500	n/a	response	n/a	583531.0000000000	4	21	key_status_2	2266.4000	aligned_by_order
2282.1328125000	n/a	response	n/a	584226.0000000000	2	21	key_status_3	2269.1000	aligned_by_order
2310.1367187500	n/a	stimulus	n/a	591395.0000000000	128	22	MW_question	2297.1000	stimulus_value_128_is_MW_prompt_in_EEG
2312.8007812500	n/a	response	n/a	592077.0000000000	2	22	key_status_1	2299.7000	aligned_by_order
2315.1445312500	n/a	response	n/a	592677.0000000000	4	22	key_status_2	2302.1000	aligned_by_order
2318.0507812500	n/a	response	n/a	593421.0000000000	2	22	key_status_3	2305.0000	aligned_by_order
2457.0625000000	n/a	stimulus	n/a	629008.0000000000	128	23	MW_question	2444.0000	stimulus_value_128_is_MW_prompt_in_EEG
2462.0820312500	n/a	response	n/a	630293.0000000000	2	23	key_status_1	2449.1000	aligned_by_order
2465.5742187500	n/a	response	n/a	631187.0000000000	4	23	key_status_2	2452.5000	aligned_by_order
2468.6523437500	n/a	response	n/a	631975.0000000000	4	23	key_status_3	2455.6000	aligned_by_order
2549.6484375000	n/a	stimulus	n/a	652710.0000000000	128	24	MW_question	2536.6000	stimulus_value_128_is_MW_prompt_in_EEG
2552.3476562500	n/a	response	n/a	653401.0000000000	2	24	key_status_1	2539.3000	aligned_by_order
2554.9218750000	n/a	response	n/a	654060.0000000000	4	24	key_status_2	2541.8000	aligned_by_order
2557.4179687500	n/a	response	n/a	654699.0000000000	4	24	key_status_3	2544.4000	aligned_by_order
2688.4179687500	n/a	stimulus	n/a	688235.0000000000	128	25	MW_question	2675.4000	stimulus_value_128_is_MW_prompt_in_EEG
2693.5039062500	n/a	response	n/a	689537.0000000000	2	25	key_status_1	2680.5000	aligned_by_order
2696.7304687500	n/a	response	n/a	690363.0000000000	4	25	key_status_2	2683.6000	aligned_by_order
2698.9218750000	n/a	response	n/a	690924.0000000000	4	25	key_status_3	2685.9000	aligned_by_order
