onset	duration	trial_type	response_time	sample	value	trial_index	txt_label	txt_onset_log_s	merge_note
71.2695312500	n/a	stimulus	n/a	18245.0000000000	128	1	MW_question	59.1000	stimulus_value_128_is_MW_prompt_in_EEG
74.5312500000	n/a	response	n/a	19080.0000000000	2	1	key_status_1	62.3000	aligned_by_order
77.9101562500	n/a	response	n/a	19945.0000000000	8	1	key_status_2	65.7000	aligned_by_order
242.1250000000	n/a	stimulus	n/a	61984.0000000000	128	2	MW_question	229.9000	stimulus_value_128_is_MW_prompt_in_EEG
245.5742187500	n/a	response	n/a	62867.0000000000	2	2	key_status_1	233.4000	aligned_by_order
248.0312500000	n/a	response	n/a	63496.0000000000	2	2	key_status_2	235.8000	aligned_by_order
281.5742187500	n/a	stimulus	n/a	72083.0000000000	128	3	MW_question	269.4000	stimulus_value_128_is_MW_prompt_in_EEG
284.9062500000	n/a	response	n/a	72936.0000000000	2	3	key_status_1	272.7000	aligned_by_order
287.4101562500	n/a	response	n/a	73577.0000000000	2	3	key_status_2	275.2000	aligned_by_order
343.8984375000	n/a	stimulus	n/a	88038.0000000000	128	4	MW_question	331.7000	stimulus_value_128_is_MW_prompt_in_EEG
347.1835937500	n/a	response	n/a	88879.0000000000	2	4	key_status_1	334.9000	aligned_by_order
349.7382812500	n/a	response	n/a	89533.0000000000	2	4	key_status_2	337.5000	aligned_by_order
414.1250000000	n/a	stimulus	n/a	106016.0000000000	128	5	MW_question	401.9000	stimulus_value_128_is_MW_prompt_in_EEG
417.9257812500	n/a	response	n/a	106989.0000000000	2	5	key_status_1	405.7000	aligned_by_order
420.2187500000	n/a	response	n/a	107576.0000000000	4	5	key_status_2	408.0000	aligned_by_order
476.2656250000	n/a	stimulus	n/a	121924.0000000000	128	6	MW_question	464.0000	stimulus_value_128_is_MW_prompt_in_EEG
481.7187500000	n/a	response	n/a	123320.0000000000	8	6	key_status_1	466.7000	txt_key0_present_in_eeg_rare
603.9531250000	n/a	stimulus	n/a	154612.0000000000	128	7	MW_question	591.7000	stimulus_value_128_is_MW_prompt_in_EEG
607.0742187500	n/a	response	n/a	155411.0000000000	2	7	key_status_1	594.8000	aligned_by_order
609.3828125000	n/a	response	n/a	156002.0000000000	2	7	key_status_2	597.1000	aligned_by_order
674.8125000000	n/a	stimulus	n/a	172752.0000000000	128	8	MW_question	662.6000	stimulus_value_128_is_MW_prompt_in_EEG
677.7148437500	n/a	response	n/a	173495.0000000000	2	8	key_status_1	665.4000	aligned_by_order
680.0039062500	n/a	response	n/a	174081.0000000000	2	8	key_status_2	667.7000	aligned_by_order
820.5703125000	n/a	stimulus	n/a	210066.0000000000	128	9	MW_question	808.3000	stimulus_value_128_is_MW_prompt_in_EEG
823.5390625000	n/a	response	n/a	210826.0000000000	4	9	key_status_1	811.2000	aligned_by_order
825.6914062500	n/a	response	n/a	211377.0000000000	2	9	key_status_2	813.4000	aligned_by_order
891.9062500000	n/a	stimulus	n/a	228328.0000000000	128	10	MW_question	879.6000	stimulus_value_128_is_MW_prompt_in_EEG
894.5742187500	n/a	response	n/a	229011.0000000000	4	10	key_status_1	882.3000	aligned_by_order
897.1757812500	n/a	response	n/a	229677.0000000000	2	10	key_status_2	884.9000	aligned_by_order
978.3671875000	n/a	stimulus	n/a	250462.0000000000	128	11	MW_question	966.1000	stimulus_value_128_is_MW_prompt_in_EEG
981.9218750000	n/a	response	n/a	251372.0000000000	4	11	key_status_1	969.7000	aligned_by_order
