onset	duration	trial_type	response_time	sample	value	trial_index	txt_label	txt_onset_log_s	merge_note
232.0000000000	n/a	stimulus	n/a	59392.0000000000	128	1	MW_question	164.1000	stimulus_value_128_is_MW_prompt_in_EEG
236.4648437500	n/a	response	n/a	60535.0000000000	4	1	key_status_1	168.5000	aligned_by_order
269.8710937500	n/a	stimulus	n/a	69087.0000000000	128	2	MW_question	201.9000	stimulus_value_128_is_MW_prompt_in_EEG
273.5937500000	n/a	response	n/a	70040.0000000000	4	2	key_status_1	205.6000	aligned_by_order
408.2890625000	n/a	stimulus	n/a	104522.0000000000	128	3	MW_question	340.3000	stimulus_value_128_is_MW_prompt_in_EEG
413.1210937500	n/a	response	n/a	105759.0000000000	4	3	key_status_1	345.2000	aligned_by_order
578.8320312500	n/a	stimulus	n/a	148181.0000000000	128	4	MW_question	510.9000	stimulus_value_128_is_MW_prompt_in_EEG
581.8007812500	n/a	response	n/a	148941.0000000000	4	4	key_status_1	513.8000	aligned_by_order
615.8437500000	n/a	stimulus	n/a	157656.0000000000	128	5	MW_question	547.9000	stimulus_value_128_is_MW_prompt_in_EEG
620.0859375000	n/a	response	n/a	158742.0000000000	2	5	key_status_1	552.1000	aligned_by_order
716.2695312500	n/a	stimulus	n/a	183365.0000000000	128	6	MW_question	648.3000	stimulus_value_128_is_MW_prompt_in_EEG
719.0351562500	n/a	response	n/a	184073.0000000000	2	6	key_status_1	651.0000	aligned_by_order
721.5429687500	n/a	response	n/a	184715.0000000000	2	6	key_status_2	653.6000	aligned_by_order
825.6601562500	n/a	stimulus	n/a	211369.0000000000	128	7	MW_question	757.7000	stimulus_value_128_is_MW_prompt_in_EEG
830.0507812500	n/a	response	n/a	212493.0000000000	4	7	key_status_1	762.1000	aligned_by_order
891.0078125000	n/a	stimulus	n/a	228098.0000000000	128	8	MW_question	823.0000	stimulus_value_128_is_MW_prompt_in_EEG
896.6484375000	n/a	response	n/a	229542.0000000000	2	8	key_status_1	828.6000	aligned_by_order
901.0039062500	n/a	response	n/a	230657.0000000000	4	8	key_status_2	833.0000	aligned_by_order
984.7421875000	n/a	stimulus	n/a	252094.0000000000	128	9	MW_question	916.8000	stimulus_value_128_is_MW_prompt_in_EEG
989.6914062500	n/a	response	n/a	253361.0000000000	2	9	key_status_1	921.7000	aligned_by_order
992.0703125000	n/a	response	n/a	253970.0000000000	2	9	key_status_2	924.0000	aligned_by_order
1072.8710937500	n/a	stimulus	n/a	274655.0000000000	128	10	MW_question	1004.9000	stimulus_value_128_is_MW_prompt_in_EEG
1075.8125000000	n/a	response	n/a	275408.0000000000	2	10	key_status_1	1007.8000	aligned_by_order
1078.2460937500	n/a	response	n/a	276031.0000000000	2	10	key_status_2	1010.2000	aligned_by_order
1098.4453125000	n/a	stimulus	n/a	281202.0000000000	128	11	MW_question	1030.4000	stimulus_value_128_is_MW_prompt_in_EEG
1102.1523437500	n/a	response	n/a	282151.0000000000	2	11	key_status_1	1034.1000	aligned_by_order
1104.8945312500	n/a	response	n/a	282853.0000000000	2	11	key_status_2	1036.9000	aligned_by_order
1152.0859375000	n/a	stimulus	n/a	294934.0000000000	128	12	MW_question	1084.1000	stimulus_value_128_is_MW_prompt_in_EEG
1154.8359375000	n/a	response	n/a	295638.0000000000	4	12	key_status_1	1086.8000	aligned_by_order
1233.4414062500	n/a	stimulus	n/a	315761.0000000000	128	13	MW_question	1165.4000	stimulus_value_128_is_MW_prompt_in_EEG
1236.2773437500	n/a	response	n/a	316487.0000000000	4	13	key_status_1	1168.3000	aligned_by_order
1370.6718750000	n/a	stimulus	n/a	350892.0000000000	128	14	MW_question	1302.6000	stimulus_value_128_is_MW_prompt_in_EEG
1373.4843750000	n/a	response	n/a	351612.0000000000	4	14	key_status_1	1305.5000	aligned_by_order
