onset	duration	trial_type	response_time	sample	value	trial_index	txt_label	txt_onset_log_s	merge_note
104.4023437500	n/a	stimulus	n/a	26727.0000000000	128	1	MW_question	90.1000	stimulus_value_128_is_MW_prompt_in_EEG
107.4453125000	n/a	response	n/a	27506.0000000000	4	1	key_status_1	93.1000	aligned_by_order
110.9843750000	n/a	response	n/a	28412.0000000000	2	1	key_status_2	96.6000	aligned_by_order
239.5859375000	n/a	stimulus	n/a	61334.0000000000	128	2	MW_question	225.2000	stimulus_value_128_is_MW_prompt_in_EEG
243.0859375000	n/a	response	n/a	62230.0000000000	2	2	key_status_1	228.7000	aligned_by_order
245.5234375000	n/a	response	n/a	62854.0000000000	2	2	key_status_2	231.1000	aligned_by_order
275.7109375000	n/a	stimulus	n/a	70582.0000000000	128	3	MW_question	261.4000	stimulus_value_128_is_MW_prompt_in_EEG
281.1640625000	n/a	response	n/a	71978.0000000000	2	3	key_status_1	266.8000	aligned_by_order
436.2187500000	n/a	stimulus	n/a	111672.0000000000	128	4	MW_question	421.9000	stimulus_value_128_is_MW_prompt_in_EEG
440.0585937500	n/a	response	n/a	112655.0000000000	2	4	key_status_1	425.7000	aligned_by_order
446.9453125000	n/a	response	n/a	114418.0000000000	2	4	key_status_2	432.6000	aligned_by_order
604.3476562500	n/a	stimulus	n/a	154713.0000000000	128	5	MW_question	590.0000	stimulus_value_128_is_MW_prompt_in_EEG
607.3710937500	n/a	response	n/a	155487.0000000000	4	5	key_status_1	593.0000	aligned_by_order
755.9492187500	n/a	stimulus	n/a	193523.0000000000	128	6	MW_question	741.6000	stimulus_value_128_is_MW_prompt_in_EEG
759.6132812500	n/a	response	n/a	194461.0000000000	4	6	key_status_1	745.2000	aligned_by_order
761.9648437500	n/a	response	n/a	195063.0000000000	2	6	key_status_2	747.6000	aligned_by_order
764.6289062500	n/a	response	n/a	195745.0000000000	2	6	key_status_3	750.2000	aligned_by_order
862.6250000000	n/a	stimulus	n/a	220832.0000000000	128	7	MW_question	848.2000	stimulus_value_128_is_MW_prompt_in_EEG
865.2968750000	n/a	response	n/a	221516.0000000000	2	7	key_status_1	850.9000	aligned_by_order
867.9765625000	n/a	response	n/a	222202.0000000000	4	7	key_status_2	853.6000	aligned_by_order
870.2617187500	n/a	response	n/a	222787.0000000000	2	7	key_status_3	855.8000	aligned_by_order
939.2031250000	n/a	stimulus	n/a	240436.0000000000	128	8	MW_question	924.8000	stimulus_value_128_is_MW_prompt_in_EEG
943.3046875000	n/a	response	n/a	241486.0000000000	4	8	key_status_1	928.9000	aligned_by_order
947.4765625000	n/a	response	n/a	242554.0000000000	2	8	key_status_2	933.1000	aligned_by_order
951.5898437500	n/a	response	n/a	243607.0000000000	4	8	key_status_3	937.1000	aligned_by_order
984.5859375000	n/a	stimulus	n/a	252054.0000000000	128	9	MW_question	970.2000	stimulus_value_128_is_MW_prompt_in_EEG
988.8085937500	n/a	response	n/a	253135.0000000000	2	9	key_status_1	974.4000	aligned_by_order
991.5546875000	n/a	response	n/a	253838.0000000000	4	9	key_status_2	977.1000	aligned_by_order
995.5273437500	n/a	response	n/a	254855.0000000000	4	9	key_status_3	981.1000	aligned_by_order
1016.5234375000	n/a	stimulus	n/a	260230.0000000000	128	10	MW_question	1002.1000	stimulus_value_128_is_MW_prompt_in_EEG
1023.3281250000	n/a	response	n/a	261972.0000000000	2	10	key_status_1	1008.9000	aligned_by_order
1027.7539062500	n/a	response	n/a	263105.0000000000	2	10	key_status_2	1013.3000	aligned_by_order
1030.5039062500	n/a	response	n/a	263809.0000000000	2	10	key_status_3	1016.1000	aligned_by_order
1149.5039062500	n/a	stimulus	n/a	294273.0000000000	128	11	MW_question	1135.1000	stimulus_value_128_is_MW_prompt_in_EEG
1152.4765625000	n/a	response	n/a	295034.0000000000	4	11	key_status_1	1138.0000	aligned_by_order
1157.8359375000	n/a	response	n/a	296406.0000000000	2	11	key_status_2	1143.4000	aligned_by_order
1160.9882812500	n/a	response	n/a	297213.0000000000	2	11	key_status_3	1146.6000	aligned_by_order
1194.9804687500	n/a	stimulus	n/a	305915.0000000000	128	12	MW_question	1180.6000	stimulus_value_128_is_MW_prompt_in_EEG
1198.5937500000	n/a	response	n/a	306840.0000000000	2	12	key_status_1	1184.2000	aligned_by_order
1201.2109375000	n/a	response	n/a	307510.0000000000	4	12	key_status_2	1186.7000	aligned_by_order
