onset	duration	trial_type	response_time	sample	value	trial_index	txt_label	txt_onset_log_s	merge_note
138.3125000000	n/a	stimulus	n/a	35408.0000000000	128	1	MW_question	127.1000	stimulus_value_128_is_MW_prompt_in_EEG
141.1835937500	n/a	response	n/a	36143.0000000000	4	1	key_status_1	129.9000	aligned_by_order
143.9414062500	n/a	response	n/a	36849.0000000000	2	1	key_status_2	132.7000	aligned_by_order
298.2617187500	n/a	stimulus	n/a	76355.0000000000	128	2	MW_question	287.0000	stimulus_value_128_is_MW_prompt_in_EEG
301.5078125000	n/a	response	n/a	77186.0000000000	4	2	key_status_1	290.2000	aligned_by_order
303.8125000000	n/a	response	n/a	77776.0000000000	2	2	key_status_2	292.6000	aligned_by_order
470.0507812500	n/a	stimulus	n/a	120333.0000000000	128	3	MW_question	458.8000	stimulus_value_128_is_MW_prompt_in_EEG
472.6640625000	n/a	response	n/a	121002.0000000000	4	3	key_status_1	461.4000	aligned_by_order
475.0507812500	n/a	response	n/a	121613.0000000000	2	3	key_status_2	463.7000	aligned_by_order
636.2460937500	n/a	stimulus	n/a	162879.0000000000	128	4	MW_question	625.0000	stimulus_value_128_is_MW_prompt_in_EEG
638.7968750000	n/a	response	n/a	163532.0000000000	8	4	key_status_1	627.5000	aligned_by_order
640.9726562500	n/a	response	n/a	164089.0000000000	2	4	key_status_2	629.7000	aligned_by_order
788.1406250000	n/a	stimulus	n/a	201764.0000000000	128	5	MW_question	776.9000	stimulus_value_128_is_MW_prompt_in_EEG
791.7382812500	n/a	response	n/a	202685.0000000000	4	5	key_status_1	780.4000	aligned_by_order
794.4179687500	n/a	response	n/a	203371.0000000000	2	5	key_status_2	783.1000	aligned_by_order
931.6015625000	n/a	stimulus	n/a	238490.0000000000	128	6	MW_question	920.3000	stimulus_value_128_is_MW_prompt_in_EEG
934.2226562500	n/a	response	n/a	239161.0000000000	4	6	key_status_1	922.9000	aligned_by_order
936.3085937500	n/a	response	n/a	239695.0000000000	4	6	key_status_2	925.0000	aligned_by_order
993.5039062500	n/a	stimulus	n/a	254337.0000000000	128	7	MW_question	982.2000	stimulus_value_128_is_MW_prompt_in_EEG
997.1250000000	n/a	response	n/a	255264.0000000000	2	7	key_status_1	985.8000	aligned_by_order
1000.5781250000	n/a	response	n/a	256148.0000000000	4	7	key_status_2	989.3000	aligned_by_order
1112.3046875000	n/a	stimulus	n/a	284750.0000000000	128	8	MW_question	1101.0000	stimulus_value_128_is_MW_prompt_in_EEG
1116.0078125000	n/a	response	n/a	285698.0000000000	4	8	key_status_1	1104.7000	aligned_by_order
1119.4218750000	n/a	response	n/a	286572.0000000000	4	8	key_status_2	1108.1000	aligned_by_order
1229.6523437500	n/a	stimulus	n/a	314791.0000000000	128	9	MW_question	1218.3000	stimulus_value_128_is_MW_prompt_in_EEG
1232.2539062500	n/a	response	n/a	315457.0000000000	4	9	key_status_1	1220.9000	aligned_by_order
1234.3515625000	n/a	response	n/a	315994.0000000000	2	9	key_status_2	1223.0000	aligned_by_order
1262.5390625000	n/a	stimulus	n/a	323210.0000000000	128	10	MW_question	1251.2000	stimulus_value_128_is_MW_prompt_in_EEG
